Date,Meteors
2019-03-22,8
2019-03-24,47
2019-03-25,40
2019-03-29,15
2019-03-30,130
2019-03-31,101
2019-04-01,104
2019-04-02,18
2019-04-03,19
2019-04-04,56
2019-04-05,74
2019-04-06,90
2019-04-07,108
2019-04-08,103
2019-04-09,33
2019-04-10,21
2019-04-11,4
2019-04-12,9
2019-04-13,44
2019-04-15,34
2019-04-16,5
2019-04-17,1
2019-04-18,1
2019-04-19,2
2019-04-20,8
2019-04-21,60
2019-04-22,194
2019-04-23,41
2019-04-24,85
2019-04-25,59
2019-04-26,118
2019-04-27,40
2019-04-28,90
2019-04-29,89
2019-04-30,84
2019-05-01,80
2019-05-02,96
2019-05-03,63
2019-05-04,392
2019-05-05,550
2019-05-06,385
2019-05-07,341
2019-05-08,205
2019-05-09,195
2019-05-10,46
2019-05-11,150
2019-05-15,17
2019-05-22,24
2019-05-23,40
2019-05-24,9
2019-05-25,31
2019-05-26,56
2019-05-27,63
2019-05-28,71
2019-05-29,113
2019-05-30,91
2019-06-01,69
2019-06-02,55
2019-06-03,67
2019-06-04,92
2019-06-05,45
2019-06-06,41
2019-06-07,26
2019-06-08,39
2019-06-09,44
2019-06-10,6
2019-06-11,6
2019-06-22,30
2019-06-23,20
2019-06-24,22
2019-06-25,33
2019-06-26,30
2019-06-27,179
2019-06-28,44
2019-06-29,33
2019-06-30,30
2019-07-01,24
2019-07-02,97
2019-07-03,22
2019-07-05,12
2019-07-08,3
2019-07-09,42
2019-07-11,15
2019-07-12,13
2019-07-13,9
2019-07-19,5
2019-07-20,15
2019-07-21,11
2019-07-23,75
2019-07-24,229
2019-07-25,452
2019-07-26,233
2019-07-27,364
2019-07-28,479
2019-07-29,931
2019-07-30,595
2019-07-31,565
2019-08-01,728
2019-08-02,374
2019-08-03,425
2019-08-04,432
2019-08-05,1543
2019-08-06,909
2019-08-07,1000
2019-08-08,660
2019-08-09,2984
2019-08-10,2082
2019-08-11,2352
2019-08-12,4073
2019-08-13,3945
2019-08-14,466
2019-08-15,3
2019-08-16,4
2019-08-17,2
2019-08-18,7
2019-08-19,23
2019-08-20,23
2019-08-21,47
2019-08-22,88
2019-08-23,174
2019-08-24,79
2019-08-25,202
2019-08-26,64
2019-08-27,165
2019-08-28,139
2019-08-29,196
2019-08-30,244
2019-08-31,481
2019-09-01,201
2019-09-02,332
2019-09-03,202
2019-09-04,234
2019-09-05,195
2019-09-06,338
2019-09-07,260
2019-09-08,42
2019-09-09,165
2019-09-10,111
2019-09-11,68
2019-09-19,20
2019-09-20,11
2019-09-21,83
2019-09-22,57
2019-09-23,18
2019-09-27,19
2019-09-28,39
2019-09-29,15
2019-09-30,10
2019-10-01,33
2019-10-02,43
2019-10-03,21
2019-10-04,9
2019-10-05,108
2019-10-06,40
2019-10-07,106
2019-10-08,76
2019-10-09,119
2019-10-10,33
2019-10-11,13
2019-10-17,30
2019-10-18,61
2019-10-19,165
2019-10-20,242
2019-10-21,373
2019-10-22,758
2019-10-23,602
2019-10-24,449
2019-10-25,84
2019-10-26,163
2019-10-27,137
2019-10-28,247
2019-10-29,319
2019-10-30,306
2019-10-31,361
2019-11-01,176
2019-11-02,163
2019-11-04,51
2019-11-05,16
2019-11-08,44
2019-11-10,57
2019-11-15,18
2019-11-16,32
2019-11-17,31
2019-11-18,70
2019-11-19,31
2019-11-20,20
2019-11-21,47
2019-11-22,596
2019-11-23,154
2019-11-24,171
2019-11-25,18
2019-11-28,0
2019-11-29,31
2019-11-30,64
2019-12-01,68
2019-12-02,150
2019-12-03,132
2019-12-04,44
2019-12-05,206
2019-12-06,70
2019-12-07,47
2019-12-08,49
2019-12-09,54
2019-12-10,100
2019-12-12,10
2019-12-13,282
2019-12-14,1178
2019-12-15,194
2019-12-16,12
2019-12-17,12
2019-12-18,104
2019-12-19,39
2019-12-20,43
2019-12-21,207
2019-12-22,123
2019-12-23,41
2019-12-24,36
2019-12-25,30
2019-12-26,50
2019-12-27,16
2019-12-28,32
2019-12-29,75
2019-12-30,159
2020-01-01,47
2020-01-02,245
2020-01-03,382
2020-01-04,1569
2020-01-05,223
2020-01-07,22
2020-01-16,36
2020-01-17,4
2020-01-19,14
2020-01-21,92
2020-01-23,38
2020-01-24,65
2020-01-25,56
2020-01-26,29
2020-01-27,50
2020-01-30,19
2020-01-31,10
2020-02-01,23
2020-02-02,4
2020-02-04,34
2020-02-15,11
2020-02-19,37
2020-02-20,21
2020-02-24,34
2020-02-25,51
2020-02-27,3
2020-02-28,29
2020-02-29,65
2020-03-01,39
2020-03-02,16
2020-03-04,8
2020-03-09,0
2020-03-10,1
2020-03-12,9
2020-03-13,12
2020-03-14,50
2020-03-15,10
2020-03-16,41
2020-03-17,64
2020-03-18,77
2020-03-19,51
2020-03-20,73
2020-03-21,141
2020-03-22,181
2020-03-23,108
2020-03-24,111
2020-03-25,149
2020-03-26,127
2020-03-27,97
2020-03-28,59
2020-03-29,57
2020-03-30,91
2020-03-31,87
2020-04-01,95
2020-04-02,13
2020-04-03,7
2020-04-04,33
2020-04-05,4
2020-04-10,38
2020-04-11,69
2020-04-12,58
2020-04-13,25
2020-04-14,107
2020-04-15,132
2020-04-16,224
2020-04-17,162
2020-04-18,302
2020-04-19,210
2020-04-20,347
2020-04-21,739
2020-04-22,1191
2020-04-23,319
2020-04-24,285
2020-04-25,56
2020-04-26,214
2020-04-27,77
2020-04-28,76
2020-04-29,119
2020-04-30,77
2020-05-01,90
2020-05-02,274
2020-05-03,352
2020-05-04,307
2020-05-05,99
2020-05-06,56
2020-05-07,14
2020-05-08,18
2020-05-09,44
2020-05-10,10
2020-05-11,93
2020-05-13,7
2020-05-14,95
2020-05-15,42
2020-05-16,6
2020-05-17,108
2020-05-18,134
2020-05-19,23
2020-05-20,92
2020-05-21,103
2020-05-22,34
2020-05-23,34
2020-05-24,70
2020-05-25,126
2020-05-26,61
2020-05-27,45
2020-05-28,63
2020-05-29,31
2020-05-30,5
2020-05-31,16
2020-06-11,28
2020-06-12,23
2020-06-13,16
2020-06-14,51
2020-06-15,77
2020-06-16,30
2020-06-17,27
2020-06-18,48
2020-06-19,36
2020-06-20,21
2020-06-21,45
2020-06-22,118
2020-06-23,118
2020-06-24,51
2020-06-25,100
2020-06-26,50
2020-06-27,43
2020-06-28,4
2020-06-29,31
2020-07-01,7
2020-07-09,2
2020-07-10,40
2020-07-11,67
2020-07-12,34
2020-07-13,80
2020-07-14,44
2020-07-15,35
2020-07-16,74
2020-07-17,100
2020-07-18,229
2020-07-19,95
2020-07-20,204
2020-07-21,210
2020-07-22,126
2020-07-23,123
2020-07-24,64
2020-07-25,96
2020-07-26,211
2020-07-27,285
2020-07-28,262
2020-07-29,421
2020-07-30,489
2020-07-31,293
2020-08-01,104
2020-08-04,35
2020-08-05,16
2020-08-06,38
2020-08-07,163
2020-08-08,213
2020-08-09,267
2020-08-10,1714
2020-08-11,3917
2020-08-12,9360
2020-08-13,4499
2020-08-14,757
2020-08-15,685
2020-08-16,685
2020-08-17,228
2020-08-18,118
2020-08-19,510
2020-08-20,550
2020-08-21,185
2020-08-22,117
2020-08-23,56
2020-08-24,103
2020-08-25,142
2020-08-26,17
2020-08-27,52
2020-08-28,25
2020-08-29,20
2020-08-30,14
2020-08-31,13
2020-09-01,14
2020-09-02,1
2020-09-03,1
2020-09-07,30
2020-09-08,24
2020-09-09,17
2020-09-10,94
2020-09-11,32
2020-09-12,192
2020-09-13,103
2020-09-14,172
2020-09-15,203
2020-09-16,123
2020-09-17,183
2020-09-18,177
2020-09-19,215
2020-09-20,210
2020-09-21,126
2020-09-22,111
2020-09-23,103
2020-09-24,77
2020-09-25,45
2020-09-26,41
2020-09-27,60
2020-09-28,25
2020-09-30,40
2020-10-04,11
2020-10-05,79
2020-10-06,27
2020-10-07,42
2020-10-08,28
2020-10-09,68
2020-10-10,201
2020-10-11,77
2020-10-12,110
2020-10-13,205
2020-10-14,218
2020-10-15,157
2020-10-16,109
2020-10-17,283
2020-10-18,117
2020-10-19,114
2020-10-20,492
2020-10-21,645
2020-10-22,576
2020-10-23,253
2020-10-24,198
2020-10-25,101
2020-11-03,8
2020-11-04,51
2020-11-05,28
2020-11-06,19
2020-11-07,116
2020-11-08,48
2020-11-09,68
2020-11-10,64
2020-11-11,32
2020-11-12,21
2020-11-13,78
2020-11-14,130
2020-11-15,37
2020-11-16,42
2020-11-17,272
2020-11-18,273
2020-11-19,140
2020-11-20,363
2020-11-21,151
2020-11-22,50
2020-11-23,87
2020-11-24,52
2020-11-25,12
2020-11-26,15
2020-12-01,3
2020-12-06,20
2020-12-07,84
2020-12-08,61
2020-12-09,87
2020-12-10,25
2020-12-11,41
2020-12-12,884
2020-12-13,4862
2020-12-14,2771
2020-12-15,110
2020-12-16,48
2020-12-17,124
2020-12-18,158
2020-12-19,200
2020-12-21,4
2020-12-22,178