date;00;01;02;03;04;05;06;07;08;09;10;11;12;13;14;15;16;17;18;19;20;21;22;23
2020-10-15;11.0;15.0;14.0;20.0;11.0;17.0;11.0;10.0;7.0;8.0;14.0;11.0;11.0;4.0;5.0;3.0;5.0;5.0;8.0;7.0;14.0;8.0;11.0;12.0
2020-10-16;10.0;12.0;12.0;16.0;12.0;17.0;13.0;13.0;13.0;8.0;12.0;5.0;9.0;11.0;8.0;6.0;2.0;2.0;5.0;4.0;9.0;10.0;9.0;12.0
2020-10-17;30.0;12.0;14.0;6.0;12.0;16.0;13.0;11.0;7.0;14.0;9.0;9.0;10.0;7.0;6.0;3.0;7.0;5.0;5.0;10.0;8.0;12.0;23.0;7.0
2020-10-18;10.0;9.0;10.0;12.0;13.0;11.0;16.0;10.0;13.0;12.0;9.0;10.0;8.0;6.0;9.0;6.0;5.0;5.0;6.0;6.0;7.0;15.0;11.0;20.0
2020-10-19;15.0;11.0;19.0;13.0;13.0;16.0;14.0;7.0;17.0;9.0;7.0;6.0;;;;;;;;;;;;
2020-10-20;;;;;;;;;;;;8.0;4.0;3.0;2.0;3.0;2.0;1.0;6.0;4.0;4.0;7.0;8.0;16.0
2020-10-21;11.0;13.0;6.0;5.0;14.0;10.0;21.0;17.0;5.0;13.0;5.0;1.0;5.0;4.0;6.0;4.0;7.0;4.0;3.0;4.0;11.0;10.0;17.0;14.0
2020-10-22;8.0;15.0;10.0;8.0;13.0;14.0;7.0;8.0;11.0;11.0;5.0;10.0;7.0;12.0;4.0;6.0;7.0;5.0;3.0;12.0;6.0;9.0;9.0;10.0
2020-10-23;9.0;19.0;11.0;14.0;20.0;11.0;9.0;12.0;7.0;9.0;14.0;4.0;9.0;8.0;7.0;10.0;3.0;3.0;4.0;3.0;12.0;2.0;10.0;19.0
2020-10-24;16.0;20.0;15.0;13.0;17.0;15.0;11.0;17.0;15.0;17.0;10.0;9.0;7.0;5.0;5.0;3.0;2.0;3.0;8.0;6.0;9.0;16.0;17.0;28.0
2020-10-25;25.0;13.0;14.0;12.0;11.0;10.0;12.0;18.0;12.0;15.0;15.0;13.0;9.0;4.0;6.0;3.0;5.0;3.0;4.0;6.0;10.0;13.0;14.0;16.0
2020-10-26;5.0;5.0;5.0;10.0;16.0;19.0;13.0;19.0;12.0;13.0;11.0;10.0;9.0;8.0;3.0;8.0;4.0;5.0;2.0;7.0;16.0;8.0;11.0;17.0
2020-10-27;10.0;10.0;13.0;15.0;13.0;11.0;14.0;16.0;3.0;;2.0;;;;;;4.0;4.0;3.0;9.0;12.0;10.0;9.0;21.0
2020-10-28;13.0;11.0;15.0;17.0;11.0;8.0;12.0;11.0;3.0;;4.0;1.0;1.0;;;;2.0;6.0;7.0;8.0;12.0;11.0;13.0;11.0
2020-10-29;14.0;10.0;11.0;10.0;12.0;11.0;9.0;6.0;11.0;;10.0;7.0;6.0;2.0;5.0;7.0;6.0;4.0;4.0;12.0;15.0;10.0;11.0;21.0
2020-10-30;14.0;15.0;9.0;7.0;13.0;10.0;6.0;9.0;9.0;7.0;16.0;8.0;8.0;7.0;6.0;5.0;4.0;7.0;6.0;5.0;9.0;12.0;17.0;14.0
2020-10-31;9.0;12.0;11.0;8.0;9.0;10.0;9.0;12.0;8.0;16.0;9.0;8.0;5.0;6.0;5.0;5.0;10.0;8.0;5.0;7.0;9.0;11.0;15.0;12.0
2020-11-01;10.0;12.0;12.0;4.0;15.0;13.0;10.0;17.0;7.0;15.0;11.0;11.0;8.0;7.0;2.0;4.0;4.0;12.0;7.0;6.0;12.0;12.0;9.0;16.0
2020-11-02;18.0;11.0;7.0;12.0;8.0;14.0;13.0;7.0;18.0;13.0;16.0;7.0;9.0;11.0;4.0;9.0;8.0;3.0;5.0;10.0;4.0;6.0;17.0;13.0
2020-11-03;10.0;9.0;8.0;12.0;13.0;17.0;10.0;8.0;5.0;4.0;10.0;5.0;5.0;10.0;7.0;3.0;4.0;2.0;6.0;10.0;7.0;6.0;9.0;13.0
2020-11-04;8.0;6.0;13.0;17.0;11.0;18.0;11.0;10.0;15.0;21.0;11.0;9.0;10.0;3.0;5.0;8.0;3.0;3.0;5.0;2.0;4.0;7.0;12.0;14.0
2020-11-05;13.0;6.0;6.0;3.0;18.0;16.0;7.0;9.0;6.0;3.0;4.0;3.0;6.0;6.0;5.0;3.0;3.0;8.0;5.0;5.0;3.0;10.0;14.0;11.0
2020-11-06;10.0;4.0;6.0;5.0;13.0;13.0;19.0;8.0;11.0;14.0;12.0;7.0;8.0;7.0;6.0;2.0;8.0;5.0;10.0;11.0;8.0;15.0;11.0;11.0
2020-11-07;8.0;5.0;8.0;1.0;10.0;8.0;2.0;4.0;6.0;9.0;6.0;8.0;7.0;8.0;5.0;3.0;7.0;8.0;16.0;8.0;13.0;13.0;11.0;22.0
2020-11-08;13.0;9.0;9.0;9.0;10.0;9.0;3.0;13.0;9.0;18.0;9.0;10.0;8.0;8.0;7.0;5.0;9.0;7.0;5.0;9.0;9.0;8.0;9.0;15.0
2020-11-09;12.0;10.0;11.0;9.0;5.0;11.0;4.0;5.0;6.0;2.0;3.0;5.0;3.0;3.0;8.0;5.0;5.0;6.0;8.0;8.0;10.0;14.0;18.0;16.0
2020-11-10;14.0;9.0;5.0;5.0;14.0;11.0;7.0;10.0;2.0;17.0;11.0;9.0;8.0;10.0;6.0;5.0;6.0;3.0;4.0;8.0;8.0;13.0;25.0;14.0
2020-11-11;12.0;7.0;11.0;9.0;10.0;10.0;10.0;10.0;20.0;12.0;14.0;9.0;12.0;9.0;5.0;3.0;2.0;8.0;10.0;11.0;4.0;10.0;12.0;20.0
2020-11-12;10.0;8.0;10.0;13.0;14.0;11.0;13.0;18.0;8.0;14.0;11.0;18.0;5.0;11.0;4.0;12.0;6.0;5.0;9.0;11.0;6.0;16.0;19.0;16.0
2020-11-13;7.0;14.0;13.0;13.0;15.0;15.0;11.0;3.0;13.0;13.0;7.0;6.0;14.0;8.0;7.0;3.0;1.0;7.0;3.0;10.0;15.0;16.0;12.0;12.0
2020-11-14;20.0;11.0;8.0;13.0;12.0;9.0;15.0;11.0;4.0;3.0;6.0;3.0;6.0;3.0;4.0;2.0;;2.0;3.0;4.0;4.0;9.0;4.0;6.0
2020-11-15;7.0;3.0;2.0;8.0;2.0;8.0;15.0;4.0;1.0;8.0;4.0;9.0;4.0;2.0;2.0;9.0;6.0;3.0;7.0;14.0;13.0;17.0;15.0;10.0
2020-11-16;8.0;12.0;27.0;12.0;12.0;11.0;28.0;10.0;11.0;11.0;13.0;7.0;10.0;3.0;8.0;4.0;8.0;8.0;8.0;6.0;9.0;11.0;17.0;9.0
2020-11-17;21.0;10.0;10.0;12.0;5.0;17.0;11.0;11.0;11.0;10.0;7.0;11.0;5.0;6.0;5.0;4.0;2.0;3.0;6.0;;8.0;9.0;6.0;2.0
2020-11-18;7.0;3.0;12.0;6.0;14.0;5.0;14.0;18.0;8.0;3.0;;3.0;6.0;6.0;3.0;8.0;1.0;8.0;5.0;9.0;7.0;12.0;11.0;7.0
2020-11-19;9.0;11.0;6.0;15.0;9.0;8.0;7.0;7.0;7.0;9.0;14.0;20.0;10.0;9.0;11.0;10.0;5.0;11.0;8.0;8.0;17.0;16.0;11.0;9.0
2020-11-20;16.0;12.0;21.0;9.0;20.0;17.0;26.0;18.0;10.0;10.0;22.0;15.0;14.0;12.0;13.0;13.0;5.0;9.0;10.0;7.0;8.0;17.0;17.0;13.0
2020-11-21;17.0;19.0;17.0;15.0;19.0;18.0;11.0;10.0;11.0;18.0;15.0;12.0;13.0;5.0;12.0;5.0;7.0;8.0;6.0;10.0;9.0;12.0;21.0;17.0
2020-11-22;16.0;11.0;18.0;14.0;8.0;9.0;18.0;8.0;15.0;19.0;15.0;15.0;11.0;9.0;4.0;7.0;4.0;6.0;4.0;8.0;12.0;14.0;19.0;12.0
2020-11-23;11.0;12.0;7.0;15.0;8.0;14.0;11.0;10.0;10.0;14.0;14.0;12.0;13.0;6.0;6.0;4.0;8.0;8.0;12.0;5.0;10.0;12.0;5.0;12.0
2020-11-24;8.0;8.0;16.0;8.0;10.0;13.0;9.0;7.0;9.0;15.0;13.0;13.0;22.0;14.0;5.0;7.0;8.0;5.0;8.0;11.0;9.0;14.0;18.0;27.0
2020-11-25;19.0;14.0;13.0;11.0;12.0;16.0;13.0;17.0;8.0;11.0;18.0;9.0;15.0;7.0;9.0;9.0;3.0;8.0;7.0;4.0;6.0;4.0;7.0;11.0
2020-11-26;10.0;7.0;7.0;12.0;12.0;10.0;10.0;10.0;16.0;15.0;8.0;9.0;8.0;4.0;1.0;2.0;1.0;1.0;4.0;16.0;17.0;7.0;8.0;17.0
2020-11-27;19.0;18.0;8.0;20.0;14.0;16.0;16.0;15.0;13.0;14.0;17.0;20.0;8.0;10.0;6.0;3.0;4.0;2.0;6.0;10.0;9.0;11.0;7.0;17.0
2020-11-28;13.0;11.0;10.0;11.0;4.0;5.0;4.0;9.0;6.0;7.0;12.0;18.0;12.0;13.0;6.0;11.0;11.0;5.0;16.0;14.0;17.0;14.0;21.0;28.0
2020-11-29;13.0;13.0;14.0;13.0;15.0;18.0;10.0;11.0;15.0;12.0;18.0;21.0;9.0;17.0;5.0;7.0;8.0;10.0;8.0;8.0;8.0;17.0;23.0;14.0
2020-11-30;24.0;15.0;13.0;17.0;17.0;16.0;24.0;14.0;14.0;10.0;12.0;10.0;14.0;10.0;12.0;11.0;8.0;12.0;9.0;17.0;9.0;14.0;26.0;18.0
2020-12-01;25.0;15.0;18.0;19.0;18.0;19.0;16.0;15.0;20.0;20.0;16.0;24.0;17.0;14.0;10.0;13.0;14.0;12.0;8.0;11.0;17.0;14.0;25.0;19.0
2020-12-02;14.0;15.0;19.0;19.0;18.0;18.0;12.0;22.0;20.0;22.0;10.0;11.0;16.0;10.0;8.0;2.0;6.0;8.0;6.0;7.0;13.0;11.0;11.0;20.0
2020-12-03;12.0;12.0;11.0;19.0;12.0;17.0;18.0;20.0;24.0;11.0;10.0;13.0;14.0;6.0;11.0;7.0;7.0;18.0;17.0;9.0;15.0;13.0;15.0;16.0
2020-12-04;10.0;11.0;10.0;11.0;8.0;9.0;5.0;9.0;12.0;19.0;10.0;16.0;15.0;13.0;7.0;11.0;7.0;24.0;11.0;8.0;13.0;13.0;15.0;16.0
2020-12-05;18.0;17.0;22.0;8.0;13.0;23.0;16.0;26.0;12.0;15.0;16.0;13.0;10.0;10.0;10.0;5.0;9.0;7.0;8.0;8.0;10.0;17.0;21.0;20.0
2020-12-06;15.0;15.0;11.0;20.0;19.0;16.0;17.0;9.0;13.0;16.0;11.0;11.0;11.0;16.0;13.0;7.0;6.0;7.0;9.0;7.0;8.0;10.0;12.0;12.0
2020-12-07;16.0;14.0;18.0;12.0;16.0;11.0;11.0;14.0;14.0;16.0;10.0;16.0;7.0;11.0;10.0;8.0;6.0;4.0;2.0;6.0;7.0;6.0;10.0;15.0
2020-12-08;15.0;5.0;7.0;6.0;11.0;8.0;16.0;14.0;20.0;18.0;10.0;6.0;12.0;10.0;7.0;8.0;6.0;4.0;12.0;11.0;10.0;13.0;14.0;16.0
2020-12-09;14.0;15.0;12.0;12.0;11.0;16.0;6.0;8.0;15.0;17.0;10.0;11.0;15.0;7.0;8.0;7.0;3.0;3.0;7.0;7.0;16.0;19.0;23.0;16.0
2020-12-10;13.0;13.0;6.0;4.0;5.0;8.0;5.0;9.0;5.0;6.0;6.0;9.0;9.0;8.0;2.0;5.0;7.0;7.0;10.0;16.0;28.0;22.0;34.0;25.0
2020-12-11;16.0;6.0;12.0;10.0;11.0;14.0;10.0;6.0;5.0;4.0;8.0;1.0;7.0;6.0;7.0;4.0;5.0;3.0;11.0;18.0;43.0;37.0;35.0;35.0
2020-12-12;33.0;21.0;9.0;14.0;30.0;21.0;29.0;27.0;25.0;13.0;13.0;10.0;11.0;5.0;8.0;6.0;4.0;1.0;12.0;21.0;35.0;76.0;55.0;65.0
2020-12-13;42.0;39.0;9.0;23.0;48.0;45.0;35.0;48.0;30.0;15.0;7.0;10.0;8.0;9.0;4.0;;;;;;;;;
2020-12-14;;;;;;;;;;;6.0;1.0;7.0;12.0;4.0;7.0;7.0;10.0;7.0;13.0;20.0;25.0;22.0;17.0
2020-12-15;12.0;9.0;4.0;6.0;10.0;14.0;10.0;7.0;16.0;15.0;14.0;16.0;8.0;15.0;7.0;6.0;7.0;7.0;5.0;11.0;14.0;12.0;14.0;24.0
2020-12-16;21.0;25.0;18.0;20.0;23.0;16.0;17.0;15.0;15.0;15.0;16.0;17.0;15.0;10.0;12.0;9.0;10.0;5.0;5.0;10.0;3.0;2.0;11.0;10.0
2020-12-17;6.0;6.0;2.0;8.0;8.0;6.0;8.0;7.0;5.0;11.0;3.0;6.0;6.0;5.0;6.0;15.0;2.0;12.0;12.0;7.0;17.0;15.0;9.0;14.0
2020-12-18;8.0;18.0;19.0;12.0;15.0;16.0;18.0;16.0;13.0;9.0;18.0;14.0;9.0;5.0;5.0;9.0;10.0;2.0;4.0;11.0;11.0;10.0;18.0;17.0
2020-12-19;15.0;22.0;18.0;20.0;17.0;14.0;6.0;6.0;5.0;9.0;12.0;8.0;7.0;4.0;2.0;3.0;3.0;4.0;1.0;1.0;5.0;3.0;5.0;11.0
2020-12-20;5.0;4.0;6.0;4.0;7.0;8.0;7.0;6.0;14.0;8.0;6.0;13.0;11.0;10.0;8.0;7.0;7.0;11.0;8.0;7.0;10.0;10.0;13.0;9.0
2020-12-21;16.0;13.0;15.0;17.0;16.0;13.0;20.0;21.0;22.0;20.0;22.0;17.0;18.0;8.0;8.0;7.0;6.0;5.0;8.0;8.0;15.0;19.0;14.0;14.0
2020-12-22;15.0;24.0;9.0;16.0;18.0;22.0;25.0;20.0;16.0;23.0;21.0;14.0;15.0;14.0;6.0;12.0;7.0;10.0;4.0;8.0;5.0;9.0;5.0;9.0
2020-12-23;4.0;7.0;4.0;6.0;3.0;4.0;3.0;8.0;3.0;4.0;6.0;1.0;4.0;3.0;3.0;6.0;4.0;4.0;5.0;5.0;9.0;13.0;15.0;14.0
2020-12-24;9.0;18.0;18.0;21.0;13.0;12.0;9.0;8.0;13.0;5.0;3.0;6.0;6.0;7.0;5.0;3.0;6.0;6.0;3.0;6.0;6.0;9.0;8.0;17.0
2020-12-25;13.0;5.0;5.0;5.0;14.0;9.0;13.0;17.0;13.0;14.0;14.0;17.0;8.0;11.0;6.0;6.0;7.0;8.0;4.0;7.0;14.0;12.0;10.0;11.0
2020-12-26;9.0;10.0;17.0;25.0;19.0;16.0;25.0;22.0;26.0;15.0;13.0;9.0;13.0;9.0;10.0;5.0;5.0;5.0;2.0;9.0;13.0;13.0;18.0;11.0
2020-12-27;15.0;13.0;13.0;25.0;13.0;23.0;21.0;9.0;22.0;23.0;11.0;14.0;11.0;12.0;9.0;5.0;6.0;9.0;10.0;11.0;10.0;10.0;15.0;6.0
2020-12-28;14.0;18.0;11.0;17.0;13.0;8.0;14.0;12.0;18.0;14.0;13.0;8.0;9.0;9.0;6.0;6.0;4.0;5.0;4.0;3.0;5.0;13.0;10.0;14.0
2020-12-29;23.0;18.0;12.0;20.0;17.0;21.0;23.0;11.0;23.0;10.0;10.0;14.0;11.0;4.0;2.0;5.0;11.0;7.0;3.0;4.0;8.0;7.0;8.0;5.0
2020-12-30;14.0;29.0;37.0;20.0;19.0;29.0;29.0;14.0;16.0;15.0;22.0;15.0;10.0;13.0;3.0;5.0;5.0;12.0;;11.0;8.0;10.0;14.0;8.0
2020-12-31;9.0;13.0;20.0;26.0;37.0;21.0;40.0;12.0;13.0;18.0;7.0;10.0;14.0;10.0;6.0;9.0;1.0;2.0;2.0;3.0;3.0;4.0;7.0;3.0
2021-01-01;6.0;19.0;21.0;10.0;15.0;10.0;34.0;33.0;22.0;10.0;13.0;15.0;20.0;17.0;8.0;9.0;6.0;6.0;8.0;7.0;12.0;8.0;18.0;16.0
2021-01-02;7.0;19.0;16.0;24.0;42.0;31.0;25.0;44.0;17.0;17.0;19.0;21.0;25.0;30.0;13.0;11.0;7.0;3.0;7.0;5.0;8.0;7.0;12.0;19.0
2021-01-03;8.0;24.0;37.0;30.0;36.0;38.0;23.0;36.0;51.0;132.0;118.0;110.0;91.0;59.0;55.0;52.0;50.0;19.0;18.0;15.0;14.0;24.0;21.0;20.0
2021-01-04;12.0;18.0;11.0;14.0;13.0;22.0;15.0;11.0;23.0;27.0;20.0;15.0;11.0;9.0;6.0;4.0;3.0;2.0;3.0;5.0;5.0;14.0;7.0;26.0
2021-01-05;19.0;8.0;14.0;12.0;11.0;15.0;26.0;17.0;20.0;19.0;8.0;13.0;8.0;10.0;5.0;6.0;7.0;7.0;6.0;6.0;6.0;5.0;10.0;9.0
2021-01-06;5.0;7.0;25.0;25.0;28.0;32.0;17.0;8.0;11.0;11.0;18.0;11.0;11.0;4.0;5.0;4.0;4.0;4.0;4.0;5.0;7.0;9.0;8.0;7.0
2021-01-07;16.0;30.0;14.0;21.0;22.0;10.0;20.0;16.0;20.0;27.0;12.0;9.0;4.0;3.0;5.0;;4.0;1.0;2.0;1.0;1.0;7.0;10.0;11.0
2021-01-08;7.0;13.0;10.0;13.0;15.0;18.0;15.0;14.0;15.0;12.0;12.0;9.0;3.0;11.0;4.0;8.0;7.0;2.0;3.0;4.0;;3.0;5.0;3.0
2021-01-09;6.0;5.0;13.0;6.0;5.0;7.0;6.0;2.0;3.0;9.0;7.0;9.0;4.0;2.0;4.0;1.0;;;;;;;;
2021-01-10;12.0;7.0;8.0;5.0;7.0;10.0;6.0;8.0;5.0;10.0;9.0;5.0;10.0;10.0;6.0;5.0;3.0;8.0;4.0;4.0;6.0;10.0;20.0;14.0
2021-01-11;;;;;;;;;;;8.0;9.0;12.0;4.0;11.0;2.0;2.0;4.0;2.0;6.0;7.0;7.0;8.0;7.0
2021-01-12;;;;;;;;;;13.0;12.0;12.0;17.0;8.0;6.0;1.0;7.0;6.0;5.0;6.0;10.0;12.0;6.0;9.0
2021-01-13;;;;;;;;;;17.0;14.0;8.0;12.0;9.0;6.0;6.0;5.0;6.0;3.0;1.0;7.0;3.0;12.0;15.0
2021-01-14;;;;;;;;;;;9.0;11.0;12.0;5.0;7.0;7.0;2.0;7.0;2.0;4.0;9.0;10.0;3.0;10.0
2021-01-16;9.0;8.0;15.0;15.0;18.0;9.0;11.0;14.0;14.0;11.0;17.0;15.0;17.0;7.0;5.0;5.0;4.0;3.0;3.0;5.0;2.0;6.0;7.0;8.0
2021-01-17;11.0;13.0;17.0;15.0;16.0;20.0;12.0;10.0;10.0;8.0;17.0;15.0;17.0;10.0;7.0;4.0;5.0;4.0;2.0;5.0;10.0;5.0;7.0;11.0
2021-01-18;12.0;13.0;15.0;12.0;26.0;14.0;21.0;14.0;13.0;16.0;19.0;15.0;9.0;6.0;10.0;5.0;7.0;2.0;4.0;2.0;10.0;11.0;9.0;12.0
2021-01-19;4.0;14.0;13.0;20.0;15.0;12.0;13.0;10.0;10.0;5.0;7.0;5.0;14.0;8.0;4.0;4.0;6.0;4.0;3.0;7.0;6.0;11.0;5.0;11.0
2021-01-20;15.0;10.0;13.0;14.0;16.0;11.0;19.0;5.0;7.0;9.0;7.0;4.0;7.0;3.0;4.0;8.0;2.0;4.0;2.0;2.0;4.0;5.0;5.0;5.0
2021-01-21;2.0;2.0;6.0;3.0;4.0;4.0;1.0;1.0;2.0;4.0;6.0;11.0;6.0;6.0;8.0;1.0;3.0;4.0;4.0;1.0;3.0;11.0;5.0;5.0
2021-01-22;6.0;6.0;7.0;4.0;3.0;4.0;6.0;4.0;3.0;7.0;9.0;7.0;11.0;7.0;7.0;5.0;2.0;2.0;1.0;12.0;13.0;7.0;14.0;12.0
2021-01-23;13.0;8.0;20.0;12.0;14.0;12.0;17.0;10.0;8.0;10.0;14.0;16.0;13.0;8.0;5.0;2.0;2.0;2.0;5.0;2.0;5.0;1.0;6.0;1.0
2021-01-24;;2.0;3.0;1.0;6.0;7.0;11.0;12.0;10.0;16.0;11.0;15.0;8.0;10.0;9.0;5.0;7.0;7.0;1.0;8.0;7.0;9.0;6.0;6.0
2021-01-25;8.0;7.0;7.0;8.0;6.0;9.0;10.0;8.0;7.0;9.0;7.0;7.0;9.0;3.0;5.0;2.0;2.0;2.0;5.0;6.0;3.0;1.0;4.0;9.0
2021-01-26;14.0;10.0;9.0;8.0;15.0;10.0;9.0;10.0;5.0;6.0;10.0;8.0;11.0;7.0;8.0;6.0;9.0;;2.0;3.0;6.0;3.0;5.0;9.0
2021-01-27;11.0;13.0;16.0;7.0;16.0;13.0;4.0;13.0;13.0;6.0;3.0;1.0;1.0;1.0;;;;6.0;5.0;6.0;5.0;12.0;13.0;11.0
2021-01-28;18.0;13.0;6.0;10.0;3.0;8.0;7.0;9.0;1.0;;;;4.0;4.0;5.0;4.0;1.0;8.0;7.0;5.0;8.0;5.0;4.0;10.0
2021-01-29;2.0;6.0;10.0;5.0;8.0;5.0;8.0;6.0;6.0;8.0;5.0;4.0;10.0;;4.0;4.0;1.0;;;2.0;4.0;2.0;1.0;7.0
2021-01-30;3.0;3.0;3.0;5.0;6.0;;2.0;4.0;5.0;4.0;3.0;10.0;6.0;2.0;7.0;;8.0;2.0;1.0;;4.0;2.0;4.0;2.0
2021-01-31;4.0;8.0;;5.0;6.0;8.0;3.0;2.0;5.0;3.0;8.0;3.0;2.0;5.0;;;1.0;;;2.0;1.0;2.0;7.0;5.0
2021-02-01;9.0;13.0;8.0;10.0;12.0;7.0;11.0;7.0;7.0;7.0;20.0;8.0;10.0;12.0;4.0;5.0;4.0;3.0;2.0;3.0;4.0;3.0;10.0;7.0
2021-02-02;11.0;11.0;13.0;14.0;7.0;11.0;13.0;5.0;10.0;18.0;9.0;4.0;;1.0;2.0;4.0;3.0;3.0;4.0;2.0;6.0;5.0;10.0;12.0
2021-02-03;7.0;11.0;13.0;19.0;14.0;9.0;12.0;16.0;9.0;10.0;14.0;6.0;2.0;6.0;2.0;7.0;3.0;2.0;;;2.0;1.0;5.0;6.0
2021-02-04;3.0;4.0;3.0;7.0;7.0;4.0;9.0;5.0;4.0;14.0;4.0;11.0;8.0;14.0;10.0;4.0;;2.0;4.0;2.0;4.0;8.0;6.0;6.0
2021-02-05;11.0;10.0;10.0;10.0;13.0;10.0;14.0;10.0;8.0;9.0;9.0;10.0;6.0;15.0;5.0;;6.0;4.0;4.0;3.0;3.0;3.0;7.0;8.0
2021-02-06;3.0;3.0;7.0;6.0;5.0;3.0;8.0;8.0;4.0;5.0;9.0;7.0;9.0;3.0;8.0;5.0;1.0;1.0;1.0;;4.0;3.0;3.0;4.0
2021-02-07;3.0;3.0;8.0;4.0;6.0;8.0;6.0;11.0;9.0;13.0;7.0;9.0;8.0;6.0;4.0;2.0;4.0;5.0;2.0;3.0;2.0;4.0;3.0;5.0
2021-02-08;6.0;6.0;2.0;3.0;5.0;5.0;6.0;1.0;9.0;5.0;6.0;3.0;8.0;8.0;5.0;1.0;;1.0;3.0;4.0;8.0;2.0;9.0;9.0
2021-02-09;4.0;4.0;6.0;7.0;5.0;8.0;4.0;2.0;3.0;4.0;3.0;2.0;3.0;3.0;3.0;2.0;;1.0;1.0;3.0;4.0;6.0;6.0;7.0
2021-02-10;7.0;9.0;7.0;8.0;6.0;6.0;4.0;2.0;5.0;9.0;3.0;7.0;17.0;11.0;4.0;3.0;10.0;2.0;4.0;3.0;6.0;8.0;11.0;6.0
2021-02-11;7.0;9.0;14.0;11.0;10.0;13.0;13.0;7.0;15.0;10.0;17.0;16.0;12.0;7.0;6.0;7.0;1.0;;1.0;1.0;2.0;3.0;5.0;3.0
2021-02-12;3.0;5.0;4.0;3.0;4.0;5.0;4.0;2.0;2.0;10.0;15.0;15.0;5.0;8.0;10.0;;2.0;2.0;4.0;4.0;4.0;5.0;17.0;7.0
2021-02-13;9.0;8.0;9.0;7.0;11.0;13.0;7.0;12.0;14.0;9.0;21.0;13.0;7.0;12.0;4.0;4.0;7.0;1.0;;3.0;3.0;7.0;10.0;14.0
2021-02-14;15.0;14.0;6.0;7.0;11.0;5.0;11.0;3.0;10.0;4.0;8.0;2.0;8.0;4.0;4.0;3.0;;3.0;1.0;2.0;3.0;4.0;6.0;2.0
2021-02-15;5.0;5.0;3.0;11.0;4.0;6.0;7.0;6.0;5.0;11.0;14.0;10.0;9.0;11.0;7.0;2.0;4.0;1.0;5.0;10.0;;2.0;5.0;13.0
